,kanji,kanji_with_hiragana,hiragana,meaning,property,example,example_meaning,step1,step2
688,分野,分野[ぶんや],ぶんや,"field, sphere",Noun,音楽は彼の得意な<b>分野</b>です。,Music is his field of specialty.,3,53
689,野菜,野菜[やさい],やさい,vegetable,Noun,私は毎日たくさん<b>野菜</b>を食べます。,I eat a lot of vegetables every day.,5,150
690,グラフ,グラフ,グラフ,"graph, chart",Noun,彼は売上を<b>グラフ</b>にした。,He made a chart of the sales figures.,5,154
691,本屋,本屋[ほんや],ほんや,"bookstore, bookseller",Noun,駅前に<b>本屋</b>があります。,There's a bookstore in front of the station.,8,30
692,八百屋,八百屋[やおや],やおや,"vegetable store, greengrocer",Noun,<b>八百屋</b>でみかんを買いました。,I bought a tangerine at the grocery store.,8,141
693,そば屋,そば 屋[や],そばや,soba restaurant,Noun,昼は<b>そば屋</b>に行きました。,I went to a noodle shop for lunch.,9,200
694,たばこ屋,たばこ 屋[や],たばこや,"cigarette shop, tobacco store",Noun,私は<b>たばこ屋</b>でライターを買った。,I bought a lighter from the cigarette shop.,10,1
695,ポスト,ポスト,ポスト,mailbox,Noun,手紙を<b>ポスト</b>に入れました。,I put the letter in the mailbox.,5,166
696,茶,茶[ちゃ],ちゃ,tea (plain form),Noun,私たちは毎日お<b>茶</b>を飲みます。,We drink tea every day.,7,92
697,お茶,お 茶[ちゃ],おちゃ,tea (polite),Noun,<b>お茶</b>を入れましょうか。,Shall I make tea?,7,96
698,茶わん,茶[ちゃ]わん,ちゃわん,"rice bowl, tea cup",Noun,<b>茶わん</b>にご飯をよそいました。,I put some rice into the rice bowl.,10,92
699,味,味[あじ],あじ,"taste, flavor",Noun,この料理は<b>味</b>が薄い。,This food is tasteless.,5,137
700,テスト,テスト,テスト,test,Verbal Noun,<b>テスト</b>を始めてください。,Please start the test.,5,172
701,未来,未来[みらい],みらい,future,Noun,<b>未来</b>は誰にも分からない。,Nobody knows the future.,6,29
702,週末,週末[しゅうまつ],しゅうまつ,weekend,Noun,<b>週末</b>は家でゆっくりします。,On the weekend I relax at home.,6,163
703,料理,料理[りょうり],りょうり,"cooking;<br>handling, management",Verbal Noun,母は<b>料理</b>が得意です。,My mother is good at cooking.,5,114
704,無理,無理[むり],むり,"unreasonable, impossible, forced",Adjectival Noun,5時までに家に帰るのは<b>無理</b>です。,I can't possibly get home by five o'clock.,5,121
705,あちこち,あちこち,あちこち,"all over, here and there",Noun,私たちは朝から<b>あちこち</b>散歩しました。,We strolled about here and there from the morning.,5,173
706,なくす,なくす,なくす,"lose, get rid of",Verb,今日、鍵を<b>なくしました</b>。,I lost my key today.,9,117
707,無くなる,無[な]くなる,なくなる,"disappear, run short, get lost",Verb,もうお金が<b>無くなりました</b>。,I've run out of money already.,9,152
708,作文,作文[さくぶん],さくぶん,"composition, essay",Noun,日本語で<b>作文</b>を書きました。,I wrote an essay in Japanese.,7,64
709,用いる,用[もち]いる,もちいる,"use, make use of",Verb,彼はその詩を<b>用いて</b>自分の気持ちを伝えた。,He conveyed his feelings through poetry.,3,34
710,ゴルフ,ゴルフ,ゴルフ,golf,Noun,兄は<b>ゴルフ</b>を始めました。,My older brother started playing golf.,5,180
711,用事,用事[ようじ],ようじ,"things to do, errand, business",Noun,父は<b>用事</b>で出掛けています。,My father is out running errands.,8,57
712,交通費,交通費[こうつうひ],こうつうひ,"traveling expense, transportation cost",Noun,"会社までの<b>交通費</b>は一ヶ月8,000円です。","Transportation to the company costs 8,000 yen a month.",8,190
713,消える,消[き]える,きえる,"be extinguished, disappear",Verb,突然、電気が<b>消えた</b>。,Suddenly the electricity went out.,3,119
714,消しゴム,消[け]しゴム,けしごむ,(rubber) eraser,Noun,<b>消しゴム</b>を貸して下さい。,Please lend me your eraser.,9,95
715,ラジオ,ラジオ,ラジオ,radio,Noun,彼女は<b>ラジオ</b>を聞いています。,She's listening to the radio.,5,182
716,売れる,売[う]れる,うれる,"be sold, be in demand",Verb,今年の夏はクーラーがよく<b>売れた</b>。,Air conditioners sold well this summer.,5,74
717,売り場,売[う]り 場[ば],うりば,"sales floor, department",Noun,くつ<b>売り場</b>はどこですか。,Where is the shoe department?,6,170
718,店員,店員[てんいん],てんいん,"clerk, salesperson",Noun,あの<b>店員</b>はとても親切です。,That shop clerk is very kind.,7,48
719,売店,売店[ばいてん],ばいてん,"kiosk, store",Noun,駅の<b>売店</b>で雑誌を買った。,I bought a magazine at a shop in the station.,8,27
720,タクシー,タクシー,タクシー,"taxi, cab",Noun,<b>タクシー</b>を呼んでください。,Please call a taxi.,5,184
721,商品,商品[しょうひん],しょうひん,"goods, commodities",Noun,この<b>商品</b>はよく売れている。,This product is selling well.,3,196
722,作品,作品[さくひん],さくひん,"work of art, piece",Noun,この絵はゴッホの<b>作品</b>だ。,This painting is one of van Gogh's works.,4,57
723,販売,販売[はんばい],はんばい,"sale, selling",Verbal Noun,前売券は窓口で<b>販売</b>しています。,Advance tickets are being sold at the ticket window.,3,20
724,二階,二階[にかい],にかい,"second floor, upstairs",Noun,兄は<b>二階</b>にいます。,My elder brother is on the second floor.,9,102
725,ゆっくり,ゆっくり,ゆっくり,slowly,Adverb,もっと<b>ゆっくり</b>話してください。,Please speak more slowly.,5,189
726,段階,段階[だんかい],だんかい,"stage, step",Noun,この<b>段階</b>では、決断するのはまだ早い。,"At this stage, it is still early to decide.",3,194
727,階段,階段[かいだん],かいだん,"steps, flight of stairs",Noun,私たちは駅の<b>階段</b>をかけ上がった。,We ran up the station steps.,6,42
728,段々,段々[だんだん],だんだん,"gradually, one after another",Adverb,<b>段々</b>仕事が楽しくなってきました。,My work has gradually become more enjoyable.,9,147
729,値段,値段[ねだん],ねだん,price,Noun,このベルトの<b>値段</b>は2500円でした。,"The price of this belt was 2,500 yen.",5,91
730,レストラン,レストラン,レストラン,restaurant,Noun,<b>レストラン</b>でインド料理を食べました。,I ate Indian food at the restaurant.,6,4
731,価格,価格[かかく],かかく,"price, cost (formal)",Noun,ガソリンの<b>価格</b>がどんどん上がっている。,The price of gasoline keeps going up fast.,3,68
732,合格,合格[ごうかく],ごうかく,"passing an examination, eligibility",Verbal Noun,娘が入学試験に<b>合格</b>しました。,My daughter passed the university entrance exam.,5,153
733,夏休み,夏休[なつやす]み,なつやすみ,summer vacation,Noun,今日が<b>夏休み</b>最後の日だ。,Today's the last day of summer vacation.,5,160
734,冬休み,冬休[ふゆやす]み,ふゆやすみ,winter vacation,Noun,<b>冬休み</b>にお祖父ちゃんの家に行きます。,I'm going to grandpa's house during winter break.,9,60
735,カード,カード,カード,"card, credit card",Noun,支払いは<b>カード</b>でお願いします。,Please pay by card.,6,6
736,四季,四季[しき],しき,the four seasons,Noun,日本には<b>四季</b>がある。,We have four seasons in Japan.,8,35
737,暑さ,暑[あつ]さ,あつさ,"heat, summer heat",Noun,今年の夏は<b>暑さ</b>が厳しい。,The heat this summer is overbearing.,7,93
738,熱,熱[ねつ],ねつ,"fever, heat",Noun,昨日の夜、<b>熱</b>が出ました。,I had a fever last night.,5,90
739,寒さ,寒[さむ]さ,さむさ,"coldness, cold",Noun,今日は厳しい<b>寒さ</b>になるでしょう。,It will probably be extremely cold today.,9,176
740,アルバイト,アルバイト,アルバイト,"casual job, student job, part-time job",Verbal Noun,兄は<b>アルバイト</b>をしています。,My big brother works part-time.,6,18
741,暖める,暖[あたた]める,あたためる,"warm up (something), heat up を",Verb,今、車を<b>暖めています</b>。,I'm warming up the car now.,9,167
742,暖まる,暖[あたた]まる,あたたまる, get warm が,Verb,まだ部屋が<b>暖まらない</b>。,The room hasn't warmed up yet.,10,17
743,温度,温度[おんど],おんど,temperature,Noun,今、部屋の<b>温度</b>は25度だ。,This room's temperature is currently 25 degrees.,5,40
744,気温,気温[きおん],きおん,atmospheric temperature,Noun,今日の<b>気温</b>は26度です。,Today's temperature is 26 degrees.,6,198
745,コピー,コピー,コピー,"copy, photocopy",Verbal Noun,会議で書類の<b>コピー</b>を配った。,I handed out copies of the document at the meeting.,6,24
746,台,台[だい],だい,"stand, platform",Noun,そこにちょうど良い<b>台</b>がある。,There's a table that's just right.,10,84
747,風,風[かぜ],かぜ,wind,Noun,今日は<b>風</b>が強いです。,The wind is strong today.,5,44
748,台風,台風[たいふう],たいふう,typhoon,Noun,<b>台風</b>が近づいている。,The typhoon's getting closer.,5,177
749,事情,事情[じじょう],じじょう,"circumstances, conditions",Noun,あなたの<b>事情</b>はよく分かりました。,I understand your situation well.,4,85
750,ぶつかる,ぶつかる,ぶつかる,"hit, bump into に",Verb,車が電柱に<b>ぶつかった</b>。,The car crashed into the telephone pole.,6,25
751,情報,情報[じょうほう],じょうほう,information,Noun,学生たちはインターネットでいろいろな<b>情報</b>を集めた。,The students gathered all kinds of information on the Internet.,3,17
752,報告,報告[ほうこく],ほうこく,report,Verbal Noun,昨日の会議について<b>報告</b>があります。,There's a report about yesterday's conference.,3,195
753,新聞,新聞[しんぶん],しんぶん,newspaper,Noun,今日の<b>新聞</b>、どこに置いた?,Where did you put today's newspaper?,3,183
754,新年,新年[しんねん],しんねん,New Year,Noun,<b>新年</b>明けましておめでとうございます。,Happy new year.,7,127
755,フィルム,フィルム,フィルム,film (外来語),Noun,旅行のためにたくさん<b>フィルム</b>を買った。,I bought a lot of film for the trip.,6,28
756,良い,良[よ]い,よい,good,Adjective,彼は<b>良い</b>ところだけを強調した。,He only emphasized the strong points.,10,179
757,中心,中心[ちゅうしん],ちゅうしん,"center, middle, core",Noun,ここが建物の<b>中心</b>です。,This is the center of the building.,3,37
758,安心,安心[あんしん],あんしん,"peace of mind, relief",Verbal Noun,それを聞いて<b>安心</b>しました。,I was relieved to hear that.,6,132
759,思い出す,思[おも]い 出[だ]す,おもいだす,"recollect, recall",Verb,大切な用事を<b>思い出しました</b>。,I just remembered something important I need to take care of.,5,138
760,デパート,デパート,デパート,"department store, department",Noun,私は<b>デパート</b>で靴を買った。,I bought shoes at the department store.,6,31
761,思い出,思[おも]い 出[で],おもいで,"recollections, memory",Noun,旅行で楽しい<b>思い出</b>ができました。,I made wonderful memories during my trip.,6,37
762,考え,考[かんが]え,かんがえ,"thought, view, idea",Noun,それは良い<b>考え</b>です。,That's a good idea.,5,31
763,解決,解決[かいけつ],かいけつ,"solution, settlement",Verbal Noun,トラブルがやっと<b>解決</b>した。,The problem has finally been solved.,3,63
764,知らせる,知[し]らせる,しらせる,"let know, inform",Verb,皆に会議の日にちを<b>知らせた</b>。,I informed everyone of the day of the meeting.,7,58
765,ベッド,ベッド,ベッド,bed,Noun,彼は<b>ベッド</b>で寝ています。,He's sleeping in the bed.,6,38
